id,SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
7763,4477-1,384901,1,White,"System: Figure, Weapons",3849,Mini Lance,http://cache.lego.com/media/bricks/5/1/384901.jpg,11
7764,4477-1,346001,1,White,System: Plates,3460,Plate 1X8,http://cache.lego.com/media/bricks/5/1/346001.jpg,231
7765,4477-1,379501,2,White,System: Plates,3795,Plate 2X6,http://cache.lego.com/media/bricks/5/1/379501.jpg,370
7766,4477-1,255501,4,White,"System: Plates, Special",2555,Plate 1X1 W. Up Right Holder,http://cache.lego.com/media/bricks/5/1/255501.jpg,148
7767,4477-1,409501,2,White,"System: Signs, Flags And Poles",4095,Standard Ã˜3.18 X 53,http://cache.lego.com/media/bricks/5/1/409501.jpg,40
17,7111-1,300426,2,Black,System: Bricks,3004,Brick 1X2,http://cache.lego.com/media/bricks/5/1/300426.jpg,666
18,7111-1,301026,4,Black,System: Bricks,3010,Brick 1X4,http://cache.lego.com/media/bricks/5/1/301026.jpg,442
19,7111-1,303126,4,Black,System: Plates,3031,Plate 4X4,http://cache.lego.com/media/bricks/5/1/303126.jpg,55
20,7111-1,4125227,2,Brick Yellow,System: Bricks With Bows And Arches,6091,Brick W. Arch 1X1X1 1/3,http://cache.lego.com/media/bricks/5/1/4125227.jpg,25
21,7111-1,4118790,3,Brick Yellow,System: Plates,3021,Plate 2X3,http://cache.lego.com/media/bricks/5/1/4118790.jpg,148
22,7111-1,4110008,1,Dark Grey,System: Bricks,3003,Brick 2X2,http://cache.lego.com/media/bricks/5/1/4110008.jpg,59
23,7111-1,4144497,2,Dark Grey,"System: Bricks, Special",30364,Brick 1X2 W/Stub Vertical End,http://cache.lego.com/media/bricks/5/1/4144497.jpg,17
24,7111-1,366027,3,Dark Grey,"System: Bricks, With Slope",3660,Roof Tile 2X2/45Â° Inv.,http://cache.lego.com/media/bricks/5/1/366027.jpg,52
25,7111-1,379527,1,Dark Grey,System: Plates,3795,Plate 2X6,http://cache.lego.com/media/bricks/5/1/379527.jpg,77
26,7111-1,4109986,2,Dark Grey,System: Plates,3068,Flat Tile 2X2,http://cache.lego.com/media/bricks/5/1/4109986.jpg,22
27,7111-1,4124496,4,Earth Orange,"System: Bricks With Slope, Special",30382,"Roof Tile 2X16X1, 11Â°",http://cache.lego.com/media/bricks/5/1/4124496.jpg,1
28,7111-1,4109982,2,Earth Orange,System: Plates,3020,Plate 2X4,http://cache.lego.com/media/bricks/5/1/4109982.jpg,31
29,7111-1,4114000,5,Earth Orange,System: Plates,3021,Plate 2X3,http://cache.lego.com/media/bricks/5/1/4114000.jpg,27
30,7111-1,4116732,2,Earth Orange,System: Plates,2431,Flat Tile 1X4,http://cache.lego.com/media/bricks/5/1/4116732.jpg,14
31,7111-1,300202,1,Grey,System: Bricks,3002,Brick 2X3,http://cache.lego.com/media/bricks/5/1/300202.jpg,68
32,7111-1,4144500,2,Grey,"System: Bricks, Special",30365,Brick 1X2/Fric/Fork Vert./End,http://cache.lego.com/media/bricks/5/1/4144500.jpg,29
33,7111-1,302202,1,Grey,System: Plates,3022,Plate 2X2,http://cache.lego.com/media/bricks/5/1/302202.jpg,162
34,7111-1,3000841,2,Transparent Red,System: Plates,30008,Plate 1X1 - Tr.,http://cache.lego.com/media/bricks/5/1/3000841.jpg,226
8120,7110-1,370026,2,Black,"System: Bricks, Special Ã˜4.85 Hole And Connecting Bush",3700,"Technic Brick 1X2, Ã˜4.9",http://cache.lego.com/media/bricks/5/1/370026.jpg,296
8121,7110-1,407926,2,Black,System: Interior,4079,Seat 2X2X2,http://cache.lego.com/media/bricks/5/1/407926.jpg,78
8122,7110-1,4112982,1,Brick Yellow,System: Bricks,3009,Brick 1X6,http://cache.lego.com/media/bricks/5/1/4112982.jpg,92
8123,7110-1,4124069,1,Brick Yellow,"System: Figure, Wigs",3901,Mini Wig Man,http://cache.lego.com/media/bricks/5/1/4124069.jpg,45
8124,7110-1,4114001,2,Brick Yellow,System: Plates,3032,Plate 4X6,http://cache.lego.com/media/bricks/5/1/4114001.jpg,86
8125,7110-1,4124067,1,Brick Yellow,System: Plates,3666,Plate 1X6,http://cache.lego.com/media/bricks/5/1/4124067.jpg,104
8126,7110-1,300521,2,Bright Red,System: Bricks,3005,Brick 1X1,http://cache.lego.com/media/bricks/5/1/300521.jpg,345
8127,7110-1,486521,4,Bright Red,"System: Frames, Windows, Walls And Doors",4865,Wall Element 1X2X1,http://cache.lego.com/media/bricks/5/1/486521.jpg,110
8128,7110-1,302021,1,Bright Red,System: Plates,3020,Plate 2X4,http://cache.lego.com/media/bricks/5/1/302021.jpg,455
8129,7110-1,379421,4,Bright Red,System: Plates,3794,Plate 1X2 W. 1 Knob,http://cache.lego.com/media/bricks/5/1/379421.jpg,240
8130,7110-1,4114081,1,Dark Grey,System: Bricks,3008,Brick 1X8,http://cache.lego.com/media/bricks/5/1/4114081.jpg,17
8131,7110-1,4116649,1,Dark Grey,System: Bricks,3007,Brick 2X8,http://cache.lego.com/media/bricks/5/1/4116649.jpg,8
8132,7110-1,4124056,1,Dark Grey,System: Plates,2412,Radiator Grille 1X2,http://cache.lego.com/media/bricks/5/1/4124056.jpg,33
8133,7110-1,287702,4,Grey,System: Bricks,2877,Profile Brick 1X2,http://cache.lego.com/media/bricks/5/1/287702.jpg,47
8134,7110-1,4124050,1,Not specified,"System: Figure, Special",22232,"Light Sword Shaft,Metal.Silver",http://cache.lego.com/media/bricks/5/1/4124050.jpg,38
8135,7110-1,4124073,1,Transparent Light Blue,"System: Signs, Flags And Poles",30374,Light Sword - Blade,http://cache.lego.com/media/bricks/5/1/4124073.jpg,120
13546,4476-1,4188306,1,Black,System: Bricks,83992,Brick 1X2X5 'Carbonite',http://cache.lego.com/media/bricks/4/1/4188306.jpg,3
13547,4476-1,434926,1,Black,System: Figure Accessories In Hand,4349,Megaphone,http://cache.lego.com/media/bricks/5/1/434926.jpg,156
13548,4476-1,393726,1,Black,System: Functional Elements,3937,Rocker Bearing 1X2,http://cache.lego.com/media/bricks/5/1/393726.jpg,196
13549,4476-1,4124096,1,Black,System: Functional Elements,6134,Plate 2X2 (Rocking),http://cache.lego.com/media/bricks/5/1/4124096.jpg,202
13550,4476-1,4159279,2,Brick Yellow,System: Bricks,3245,Brick 1X2X2,http://cache.lego.com/media/bricks/5/1/4159279.jpg,43
13551,4476-1,4162465,2,Brick Yellow,System: Bricks,3622,Brick 1X3,http://cache.lego.com/media/bricks/5/1/4162465.jpg,86
13552,4476-1,4159554,1,Brick Yellow,System: Bricks With Bows And Arches,3308,Brick W. Bow 1X8X2,http://cache.lego.com/media/bricks/5/1/4159554.jpg,7
13553,4476-1,4178317,1,Brick Yellow,System: Plates,41539,Plate 8X8,http://cache.lego.com/media/bricks/5/1/4178317.jpg,7
13554,4476-1,4624223,1,Brick Yellow,System: Plates,41539,Plate 8X8,http://cache.lego.com/media/bricks/5/1/4624223.jpg,15
13555,4476-1,4140068,1,Dark Green,"System: Figure, Head Clothing",84015,Boba Fett Helmet  Dec,http://cache.lego.com/media/bricks/4/1/4140068.jpg,6
13556,4476-1,4125260,2,Dark Grey,"System: Bricks, Special Circles And Angles",4589,Nose Cone Small 1X1,http://cache.lego.com/media/bricks/5/1/4125260.jpg,14
13557,4476-1,3000027,1,Dark Grey,"System: Bricks, Special Ã˜4.85 Hole And Connecting Bush",30000,Bearing Element 2X2 W.D. Snap,http://cache.lego.com/media/bricks/5/1/3000027.jpg,50
13558,4476-1,4109986,1,Dark Grey,System: Plates,3068,Flat Tile 2X2,http://cache.lego.com/media/bricks/5/1/4109986.jpg,22
13559,4476-1,4140589,1,Dark Grey,"System: Plates, Special",2540,Plate 1X2 W. Stick,http://cache.lego.com/media/bricks/5/1/4140589.jpg,45
13560,4476-1,4157827,2,Dark Grey,"System: Plates, Special",32530,T-Beam W. Plate 1X2 W. Tube,http://cache.lego.com/media/bricks/5/1/4157827.jpg,10
13561,4476-1,4160990,1,Earth Orange,System: Bricks,3005,Brick 1X1,http://cache.lego.com/media/bricks/5/1/4160990.jpg,18
13562,4476-1,4163245,1,Earth Orange,"System: Bricks, Special Ã˜4.85 Hole And Connecting Bush",3700,"Technic Brick 1X2, Ã˜4.9",http://cache.lego.com/media/bricks/5/1/4163245.jpg,8
13563,4476-1,4121971,2,Earth Orange,"System: Bricks, With Slope",3040,Roof Tile 1X2/45Â°,http://cache.lego.com/media/bricks/5/1/4121971.jpg,19
13564,4476-1,4129506,1,Earth Orange,System: Plates,6636,Flat Tile 1X6,http://cache.lego.com/media/bricks/5/1/4129506.jpg,8
13565,4476-1,241202,1,Grey,System: Plates,2412,Radiator Grille 1X2,http://cache.lego.com/media/bricks/5/1/241202.jpg,96
13566,4476-1,612647,2,Transparent Fluorescent Reddish Orange,System: Figure Accessories In Hand,6126,Dragon\U0027S Fire,http://cache.lego.com/media/bricks/5/1/612647.jpg,220
5904,7655-1,434926,2,Black,System: Figure Accessories In Hand,4349,Megaphone,http://cache.lego.com/media/bricks/5/1/434926.jpg,156
5905,7655-1,362626,4,Black,"System: Figure, Heads And Masks",3626,Mini Head,http://cache.lego.com/media/bricks/5/1/362626.jpg,63
5906,7655-1,4498712,1,Black,"System: Figure, Weapons",57899,"Blaster, Rifle",http://cache.lego.com/media/bricks/5/1/4498712.jpg,50
5907,7655-1,4498713,3,Black,"System: Figure, Weapons",58247,Blaster Medium,http://cache.lego.com/media/bricks/5/1/4498713.jpg,122
5908,7655-1,459926,2,Black,System: Interior,4599,Tap Ã˜4.9/6.4,http://cache.lego.com/media/bricks/5/1/459926.jpg,185
5909,7655-1,243226,1,Black,"System: Plates, Special",2432,Clamp 1X2,http://cache.lego.com/media/bricks/5/1/243226.jpg,206
5910,7655-1,4529240,1,Dark Stone Grey,"System: Bricks, Special Circles And Angles",59900,Nose Cone Small 1X1,http://cache.lego.com/media/bricks/5/1/4529240.jpg,143
5911,7655-1,4211124,1,Dark Stone Grey,System: Figure Accessories In Hand,30304,Vw Scanner,http://cache.lego.com/media/bricks/5/1/4211124.jpg,34
5912,7655-1,4263176,3,Dark Stone Grey,"System: Plates, Special",3839,Mini Handle,http://cache.lego.com/media/bricks/5/1/4263176.jpg,69
5913,7655-1,4277928,2,Dark Stone Grey,"System: Plates, Special",44728,Angle Plate 1X2 / 2X2,http://cache.lego.com/media/bricks/5/1/4277928.jpg,101
5914,7655-1,4210984,2,Dark Stone Grey,"System: Plates, Special Circles And Angles",2419,Corner Plate 3X6,http://cache.lego.com/media/bricks/5/1/4210984.jpg,83
5915,7655-1,4211042,1,Dark Stone Grey,"System: Plates, Special Circles And Angles",4032,Plate 2X2 Round,http://cache.lego.com/media/bricks/5/1/4211042.jpg,208
5916,7655-1,4258313,2,Medium Stone Grey,System: Miscellaneous Elements,30359,Brick W. Shaft 1X8X1,http://cache.lego.com/media/bricks/5/1/4258313.jpg,9
5917,7655-1,4211395,1,Medium Stone Grey,System: Plates,3020,Plate 2X4,http://cache.lego.com/media/bricks/5/1/4211395.jpg,450
5918,7655-1,4259422,3,Medium Stone Grey,"System: Transportation Means, Vehicles",50943,Motor 2X2X1 1/3,http://cache.lego.com/media/bricks/5/1/4259422.jpg,52
5919,7655-1,4539104,1,New Dark Red,System: Bricks,3003,Brick 2X2,http://cache.lego.com/media/bricks/5/1/4539104.jpg,29
5920,7655-1,4218695,2,New Dark Red,System: Decoration Elements,47457,Plates W. Bows 2X2,http://cache.lego.com/media/bricks/5/1/4218695.jpg,5
5921,7655-1,4539063,2,New Dark Red,System: Plates,3794,Plate 1X2 W. 1 Knob,http://cache.lego.com/media/bricks/5/1/4539063.jpg,63
5922,7655-1,4539105,1,New Dark Red,System: Plates,3068,Flat Tile 2X2,http://cache.lego.com/media/bricks/5/1/4539105.jpg,52
5923,7655-1,618843,2,Transparent Blue,"System: Bricks, Special Circles And Angles",6188,Nose Cone Small 1X1 - Tr,http://cache.lego.com/media/bricks/5/1/618843.jpg,44
5924,7655-1,407001,4,White,"System: Bricks, Special",4070,Angular Brick 1X1,http://cache.lego.com/media/bricks/5/1/407001.jpg,213
5925,7655-1,4234525,2,White,"System: Bricks, With Slope",3678,Roof Tile 2X2X2/65 Deg.,http://cache.lego.com/media/bricks/5/1/4234525.jpg,40
5926,7655-1,4501371,1,White,"System: Figure, Hair",58788,Cloone Trooper Helmet 2 '6',http://cache.lego.com/media/bricks/4/1/4501371.jpg,2
5927,7655-1,74326,4,White,System: Mini Figure,73200,Mini Body Lowerpart,http://cache.lego.com/media/bricks/5/1/74326.jpg,81
5928,7655-1,4275257,2,White,System: Mini Figure,76382,Mini Upperpart,http://cache.lego.com/media/bricks/5/1/4275257.jpg,1
5929,7655-1,4501380,1,White,System: Mini Figure,76382,Mini Upperpart,http://cache.lego.com/media/bricks/5/1/4501380.jpg,2
5930,7655-1,4501385,1,White,System: Mini Figure,76382,Mini Upperpart,http://cache.lego.com/media/bricks/5/1/4501385.jpg,1
5931,7655-1,302201,1,White,System: Plates,3022,Plate 2X2,http://cache.lego.com/media/bricks/5/1/302201.jpg,478
5932,7655-1,383201,1,White,System: Plates,3832,Plate 2X10,http://cache.lego.com/media/bricks/5/1/383201.jpg,113
5933,7655-1,4259940,1,White,"System: Transportation Means, Vehicles",50745,Brick 2X4X1 W. Screen,http://cache.lego.com/media/bricks/5/1/4259940.jpg,47
16166,30272-1,6066102,4,Black,"System: Plates, Special",15712,Plate 1X1 W. Up Right Holder,http://cache.lego.com/media/bricks/5/1/6066102.jpg,44
16167,30272-1,395726,2,Black,"System: Signs, Flags And Poles",3957,Whip/Aerial,http://cache.lego.com/media/bricks/5/1/395726.jpg,191
16168,30272-1,4648067,1,Dark Stone Grey,"System: Plates, Special",93274,Angle Plate 1X2 / 2X4,http://cache.lego.com/media/bricks/5/1/4648067.jpg,34
16169,30272-1,4211350,2,Medium Stone Grey,System: Plates,2412,Radiator Grille 1X2,http://cache.lego.com/media/bricks/5/1/4211350.jpg,346
16170,30272-1,4211445,1,Medium Stone Grey,System: Plates,3710,Plate 1X4,http://cache.lego.com/media/bricks/5/1/4211445.jpg,417
16171,30272-1,4654580,2,Medium Stone Grey,"System: Plates, Special",99207,Angular Plate 1.5 Bot. 1X2 2/2,http://cache.lego.com/media/bricks/5/1/4654580.jpg,172
16172,30272-1,6042953,2,New Dark Red,System: Bricks With Bows And Arches,11153,Brick With Bow 1X4,http://cache.lego.com/media/bricks/5/1/6042953.jpg,14
16173,30272-1,4183901,1,New Dark Red,System: Plates,3024,Plate 1X1,http://cache.lego.com/media/bricks/5/1/4183901.jpg,63
16174,30272-1,4539071,4,New Dark Red,System: Plates,3020,Plate 2X4,http://cache.lego.com/media/bricks/5/1/4539071.jpg,52
16175,30272-1,4539097,1,New Dark Red,System: Plates,3023,Plate 1X2,http://cache.lego.com/media/bricks/5/1/4539097.jpg,135
16176,30272-1,4539114,1,New Dark Red,System: Plates,3024,Plate 1X1,http://cache.lego.com/media/bricks/5/1/4539114.jpg,51
16177,30272-1,4585479,4,New Dark Red,System: Plates,3022,Plate 2X2,http://cache.lego.com/media/bricks/5/1/4585479.jpg,28
16178,30272-1,6092597,6,New Dark Red,System: Plates,15573,Plate 1X2 W. 1 Knob,http://cache.lego.com/media/bricks/5/1/6092597.jpg,10
16179,30272-1,3005740,2,Transparent,"System: Plates, Special Circles And Angles",30057,Round Plate 1X1 - Tr.,http://cache.lego.com/media/bricks/5/1/3005740.jpg,470
16180,30272-1,4278412,1,Transparent,"System: Plates, Special Circles And Angles",54196,Slide Shoe Round 2X2,http://cache.lego.com/media/bricks/5/1/4278412.jpg,92
16181,30272-1,4244368,1,Transparent Brown,"System: Bricks, With Slope",50746,Roof Tile 1 X 1 X 2/3,http://cache.lego.com/media/bricks/5/1/4244368.jpg,115
16182,30272-1,4529685,1,Transparent Brown,System: Plates,30070,Flat Tile 1X2 - Tr,http://cache.lego.com/media/bricks/5/1/4529685.jpg,41
16183,30272-1,6001197,1,Transparent Brown,System: Plates,6225,Plate 1X2 - Tr.,http://cache.lego.com/media/bricks/5/1/6001197.jpg,23
16184,30272-1,4581214,2,Transparent Light Blue,"System: Plates, Special Circles And Angles",30063,Parabolic Element Ã˜16 - Tr,http://cache.lego.com/media/bricks/5/1/4581214.jpg,32
16185,30272-1,6034044,2,White,System: Bricks With Bows And Arches,11477,Plate W. Bow 1X2X2/3,http://cache.lego.com/media/bricks/5/1/6034044.jpg,70
16186,30272-1,614301,2,White,"System: Bricks, Special Circles And Angles",6143,Brick Ã˜16 W. Cross,http://cache.lego.com/media/bricks/5/1/614301.jpg,160
16187,30272-1,242001,4,White,System: Plates,2420,Corner Plate 1X2X2,http://cache.lego.com/media/bricks/5/1/242001.jpg,157
16188,30272-1,302201,3,White,System: Plates,3022,Plate 2X2,http://cache.lego.com/media/bricks/5/1/302201.jpg,478
16189,30272-1,302301,2,White,System: Plates,3023,Plate 1X2,http://cache.lego.com/media/bricks/5/1/302301.jpg,667
16190,30272-1,379501,1,White,System: Plates,3795,Plate 2X6,http://cache.lego.com/media/bricks/5/1/379501.jpg,370
16191,30272-1,6051511,3,White,System: Plates,15573,Plate 1X2 W. 1 Knob,http://cache.lego.com/media/bricks/5/1/6051511.jpg,352
16192,30272-1,403201,1,White,"System: Plates, Special Circles And Angles",4032,Plate 2X2 Round,http://cache.lego.com/media/bricks/5/1/403201.jpg,177
16193,30272-1,4287707,1,White,"System: Plates, Special Circles And Angles",54383,Right Plate 3X6 W. Angle,http://cache.lego.com/media/bricks/5/1/4287707.jpg,55
16194,30272-1,4287708,1,White,"System: Plates, Special Circles And Angles",54384,Left Plate 3X6 W Angle,http://cache.lego.com/media/bricks/5/1/4287708.jpg,57
14248,7128-1,434926,2,Black,System: Figure Accessories In Hand,4349,Megaphone,http://cache.lego.com/media/bricks/5/1/434926.jpg,156
14249,7128-1,9339,1,Black,System: Mini Figure,73200,Mini Body Lowerpart,http://cache.lego.com/media/bricks/5/1/9339.jpg,632
14250,7128-1,303426,2,Black,System: Plates,3034,Plate 2X8,http://cache.lego.com/media/bricks/5/1/303426.jpg,379
14251,7128-1,371026,2,Black,System: Plates,3710,Plate 1X4,http://cache.lego.com/media/bricks/5/1/371026.jpg,737
14252,7128-1,379426,6,Black,System: Plates,3794,Plate 1X2 W. 1 Knob,http://cache.lego.com/media/bricks/5/1/379426.jpg,354
14253,7128-1,255526,2,Black,"System: Plates, Special",2555,Plate 1X1 W. Up Right Holder,http://cache.lego.com/media/bricks/5/1/255526.jpg,358
14254,7128-1,3003126,2,Black,"System: Transportation Means, Vehicles",30031,Handle W. 3.18 Stick,http://cache.lego.com/media/bricks/5/1/3003126.jpg,122
14255,7128-1,4124069,1,Brick Yellow,"System: Figure, Wigs",3901,Mini Wig Man,http://cache.lego.com/media/bricks/5/1/4124069.jpg,45
14256,7128-1,4113210,1,Dark Green,System: Plants,30239,Finger Leaf,http://cache.lego.com/media/bricks/5/1/4113210.jpg,17
14257,7128-1,4114348,4,Dark Green,System: Plants,30176,Bamboo Leaves 3X3,http://cache.lego.com/media/bricks/5/1/4114348.jpg,173
14258,7128-1,4113909,2,Dark Grey,System: Bricks,3004,Brick 1X2,http://cache.lego.com/media/bricks/5/1/4113909.jpg,96
14259,7128-1,4113912,2,Dark Grey,"System: Bricks, Special Circles And Angles",3062,Round Brick 1X1,http://cache.lego.com/media/bricks/5/1/4113912.jpg,37
14260,7128-1,4124064,4,Dark Grey,System: Miscellaneous Elements,30359,Brick W. Shaft 1X8X1,http://cache.lego.com/media/bricks/5/1/4124064.jpg,21
14261,7128-1,4114003,4,Dark Grey,System: Plates,3022,Plate 2X2,http://cache.lego.com/media/bricks/5/1/4114003.jpg,87
14262,7128-1,4124056,2,Dark Grey,System: Plates,2412,Radiator Grille 1X2,http://cache.lego.com/media/bricks/5/1/4124056.jpg,33
14263,7128-1,4112884,2,Dark Grey,"System: Plates, Special",2555,Plate 1X1 W. Up Right Holder,http://cache.lego.com/media/bricks/5/1/4112884.jpg,23
14264,7128-1,4124060,4,Dark Grey,"System: Plates, Special",4085,Plate 1X1 W. Holder,http://cache.lego.com/media/bricks/5/1/4124060.jpg,8
14265,7128-1,4140589,2,Dark Grey,"System: Plates, Special",2540,Plate 1X2 W. Stick,http://cache.lego.com/media/bricks/5/1/4140589.jpg,45
14266,7128-1,4124052,1,Earth Orange,System: Bricks,3001,Brick 2X4,http://cache.lego.com/media/bricks/5/1/4124052.jpg,27
14267,7128-1,4124058,2,Earth Orange,"System: Bricks, With Slope",3039,Roof Tile 2X2/45Â°,http://cache.lego.com/media/bricks/5/1/4124058.jpg,13
14268,7128-1,4124063,4,Earth Orange,"System: Signs, Flags And Poles",30259,Triangular  Sign W. Snap,http://cache.lego.com/media/bricks/5/1/4124063.jpg,2
14269,7128-1,302302,2,Grey,System: Plates,3023,Plate 1X2,http://cache.lego.com/media/bricks/5/1/302302.jpg,200
14270,7128-1,4124050,1,Not specified,"System: Figure, Special",22232,"Light Sword Shaft,Metal.Silver",http://cache.lego.com/media/bricks/5/1/4124050.jpg,38
14271,7128-1,4124054,1,Transparent Fluorescent Green,"System: Signs, Flags And Poles",30374,Light Sword - Blade,http://cache.lego.com/media/bricks/5/1/4124054.jpg,54
14272,7128-1,74326,2,White,System: Mini Figure,73200,Mini Body Lowerpart,http://cache.lego.com/media/bricks/5/1/74326.jpg,81
2887,7103-1,407026,2,Black,"System: Bricks, Special",4070,Angular Brick 1X1,http://cache.lego.com/media/bricks/5/1/407026.jpg,269
2888,7103-1,9339,1,Black,System: Mini Figure,73200,Mini Body Lowerpart,http://cache.lego.com/media/bricks/5/1/9339.jpg,632
2889,7103-1,241226,2,Black,System: Plates,2412,Radiator Grille 1X2,http://cache.lego.com/media/bricks/5/1/241226.jpg,520
2890,7103-1,3003126,1,Black,"System: Transportation Means, Vehicles",30031,Handle W. 3.18 Stick,http://cache.lego.com/media/bricks/5/1/3003126.jpg,122
2891,7103-1,615726,1,Black,System: Wheel Base,6157,Bearing Element 2X2 2/3,http://cache.lego.com/media/bricks/5/1/615726.jpg,227
2892,7103-1,4143539,2,Black,Technic: Beams W/ Ball And Ball Cup,32474,"Voodoo Ball Ã˜10,2",http://cache.lego.com/media/bricks/5/1/4143539.jpg,32
2893,7103-1,4290713,2,Black,Technic: Beams W/ Ball And Ball Cup,32474,"Voodoo Ball Ã˜10,2",http://cache.lego.com/media/bricks/5/1/4290713.jpg,86
2894,7103-1,370626,1,Black,Technic: Connectors,3706,Cross Axle 6M,http://cache.lego.com/media/bricks/5/1/370626.jpg,692
2895,7103-1,4114740,1,Black,Technic: Connectors,32073,Cross Axle 5M,http://cache.lego.com/media/bricks/5/1/4114740.jpg,129
2896,7103-1,4119329,1,Brick Yellow,Constraction: Figure Parts,32174,Link For Ball,http://cache.lego.com/media/bricks/5/1/4119329.jpg,6
2897,7103-1,4162229,1,Brick Yellow,System: Mini Figure,41879,Mini Leg,http://cache.lego.com/media/bricks/5/1/4162229.jpg,4
2898,7103-1,4507055,1,Brick Yellow,System: Mini Figure,41879,Mini Leg,http://cache.lego.com/media/bricks/5/1/4507055.jpg,23
2899,7103-1,4243824,1,Brick Yellow,System: Plates,3031,Plate 4X4,http://cache.lego.com/media/bricks/5/1/4243824.jpg,65
2900,7103-1,4143005,1,Bright Blue,Technic: Connectors,4274,Connector Peg W. Knob,http://cache.lego.com/media/bricks/5/1/4143005.jpg,483
2901,7103-1,4142865,2,Bright Red,Technic: Connectors,32062,2M Cross Axle W. Groove,http://cache.lego.com/media/bricks/5/1/4142865.jpg,816
2902,7103-1,302224,1,Bright Yellow,System: Plates,3022,Plate 2X2,http://cache.lego.com/media/bricks/5/1/302224.jpg,322
2903,7103-1,3000027,1,Dark Grey,"System: Bricks, Special Ã˜4.85 Hole And Connecting Bush",30000,Bearing Element 2X2 W.D. Snap,http://cache.lego.com/media/bricks/5/1/3000027.jpg,50
2904,7103-1,371027,1,Dark Grey,System: Plates,3710,Plate 1X4,http://cache.lego.com/media/bricks/5/1/371027.jpg,59
2905,7103-1,4111983,3,Dark Grey,System: Plates,3023,Plate 1X2,http://cache.lego.com/media/bricks/5/1/4111983.jpg,71
2906,7103-1,4114003,2,Dark Grey,System: Plates,3022,Plate 2X2,http://cache.lego.com/media/bricks/5/1/4114003.jpg,87
2907,7103-1,4140589,2,Dark Grey,"System: Plates, Special",2540,Plate 1X2 W. Stick,http://cache.lego.com/media/bricks/5/1/4140589.jpg,45
2908,7103-1,4157827,2,Dark Grey,"System: Plates, Special",32530,T-Beam W. Plate 1X2 W. Tube,http://cache.lego.com/media/bricks/5/1/4157827.jpg,10
2909,7103-1,4240008,1,Dark Grey,"System: Plates, Special Circles And Angles",48183,Plate 3X4 W/Angle,http://cache.lego.com/media/bricks/5/1/4240008.jpg,5
2910,7103-1,4141431,1,Earth Orange,Technic: Connectors,32013,"Angle Element, 0 Degrees [1]",http://cache.lego.com/media/bricks/5/1/4141431.jpg,4
2911,7103-1,4162505,2,Earth Orange,Technic: Connectors,32015,"Angle Element, 112,5 Degr. [5]",http://cache.lego.com/media/bricks/5/1/4162505.jpg,2
2912,7103-1,4160404,2,Grey,System: Bricks With Bows And Arches,42023,"Brick 1X6 W/Bow, Rev.",http://cache.lego.com/media/bricks/5/1/4160404.jpg,5
2913,7103-1,303902,2,Grey,"System: Bricks, With Slope",3039,Roof Tile 2X2/45Â°,http://cache.lego.com/media/bricks/5/1/303902.jpg,84
2914,7103-1,366002,2,Grey,"System: Bricks, With Slope",3660,Roof Tile 2X2/45Â° Inv.,http://cache.lego.com/media/bricks/5/1/366002.jpg,71
2915,7103-1,4162404,1,Grey,"System: Figure, Wigs",3901,Mini Wig Man,http://cache.lego.com/media/bricks/5/1/4162404.jpg,3
2916,7103-1,303402,1,Grey,System: Plates,3034,Plate 2X8,http://cache.lego.com/media/bricks/5/1/303402.jpg,66
2917,7103-1,243202,3,Grey,"System: Plates, Special",2432,Clamp 1X2,http://cache.lego.com/media/bricks/5/1/243202.jpg,48
2918,7103-1,4165435,1,New Dark Red,"System: Plates, Special",3839,Mini Handle,http://cache.lego.com/media/bricks/5/1/4165435.jpg,7
2919,7103-1,4124050,1,Not specified,"System: Figure, Special",22232,"Light Sword Shaft,Metal.Silver",http://cache.lego.com/media/bricks/5/1/4124050.jpg,38
2920,7103-1,4165660,2,Sand Blue,System: Bricks With Bows And Arches,6091,Brick W. Arch 1X1X1 1/3,http://cache.lego.com/media/bricks/5/1/4165660.jpg,4
2921,7103-1,4165661,1,Sand Blue,System: Decoration Elements,30602,"Front, 2X2, Sport",http://cache.lego.com/media/bricks/5/1/4165661.jpg,2
2922,7103-1,4165658,1,Sand Blue,System: Plates,3794,Plate 1X2 W. 1 Knob,http://cache.lego.com/media/bricks/5/1/4165658.jpg,3
2923,7103-1,4165663,1,Sand Blue,"System: Plates, Special",32530,T-Beam W. Plate 1X2 W. Tube,http://cache.lego.com/media/bricks/5/1/4165663.jpg,1
2924,7103-1,4124054,1,Transparent Fluorescent Green,"System: Signs, Flags And Poles",30374,Light Sword - Blade,http://cache.lego.com/media/bricks/5/1/4124054.jpg,54
2925,7103-1,4124108,1,Transparent Red,"System: Signs, Flags And Poles",30374,Light Sword - Blade,http://cache.lego.com/media/bricks/5/1/4124108.jpg,82
15397,9489-1,434926,1,Black,System: Figure Accessories In Hand,4349,Megaphone,http://cache.lego.com/media/bricks/5/1/434926.jpg,156
15398,9489-1,4223247,2,Black,"System: Figure Accessories, Upper And Lower Part",30377,Space Skeleton Arm,http://cache.lego.com/media/bricks/5/1/4223247.jpg,108
15399,9489-1,4655659,2,Black,"System: Figure, Heads And Masks",73433,Mini Head No. '922',http://cache.lego.com/media/bricks/5/1/4655659.jpg,10
